Gene ID	Gene Name	SRR12951211	SRR12951212	SRR12951213	SRR12951214	SRR12951215	SRR12951216	SRR12951217	SRR12951218	SRR12951219	SRR12951220	SRR12951221	SRR12951222	SRR12951223	SRR12951224	SRR12951225	SRR12951226	SRR12951227	SRR12951228	SRR12951229
ENSG00000010072	SPRTN	173	281	254	89	162	237	59	303	138	258	248	242	290	193	296	264	151	264	162
ENSG00000010165	EEF1AKNMT	164	205	242	40	164	2	23	42	231	295	152	179	201	263	282	282	203	166	193
ENSG00000010219	DYRK4	315	87	585	223	221	25	127	190	356	358	258	175	293	159	395	164	165	169	181
ENSG00000010244	ZNF207	5771	3017	6048	4523	5531	3149	1057	3778	4881	6933	5475	5780	6272	4473	8013	6964	5666	6190	4643
ENSG00000010256	UQCRC1	341	111	360	99	176	308	49	273	108	213	506	447	290	423	606	438	244	321	310
ENSG00000010270	STARD3NL	307	238	328	264	914	256	168	46	326	752	403	336	356	307	441	351	295	369	275
ENSG00000010278	CD9	4675	3073	4650	2267	3666	5716	1609	695	2628	5538	4319	3868	3688	2144	2703	3468	3993	4908	3379
ENSG00000010282	HHATL	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0
ENSG00000010292	NCAPD2	278	87	236	116	132	40	41	151	154	156	208	356	372	333	499	486	317	249	309
ENSG00000010295	IFFO1	146	4	76	21	17	3	156	0	99	48	96	77	118	67	168	61	89	84	55
ENSG00000010310	GIPR	74	13	1	6	0	1	2	25	7	17	46	55	123	26	107	82	23	87	94
ENSG00000010318	PHF7	50	41	17	7	22	20	6	24	22	22	47	95	75	20	103	92	36	63	64
ENSG00000010319	SEMA3G	28	62	84	0	34	37	21	0	31	145	39	23	34	59	39	17	54	49	13
ENSG00000010322	NISCH	419	19	250	84	57	11	582	219	116	102	248	257	279	311	588	343	226	388	250
ENSG00000010327	STAB1	383	320	920	58	111	143	1016	33	201	342	630	315	548	207	860	414	241	639	297
ENSG00000010361	FUZ	18	1	9	2	10	0	0	0	4	15	4	10	0	4	17	9	9	26	0
ENSG00000010379	SLC6A13	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	2	0	0	2
ENSG00000010404	IDS	3365	1338	3950	5553	7566	2997	1246	1422	3213	4799	2388	1836	2044	3264	1846	1722	2642	3479	1395
ENSG00000010438	PRSS3	128	62	2	0	0	217	0	58	33	66	277	353	246	305	296	289	110	184	317
ENSG00000010539	ZNF200	129	7	190	140	65	12	75	9	42	105	156	86	180	138	194	172	116	198	98
ENSG00000010610	CD4	303	18	673	6	71	45	23	3	97	648	320	446	476	298	259	286	207	582	317
ENSG00000010626	LRRC23	33	1	28	15	11	14	0	0	2	5	7	2	6	7	54	23	8	32	11
ENSG00000010671	BTK	72	3	105	0	6	1	3	7	35	60	45	54	142	33	56	98	84	53	135
ENSG00000010704	HFE	167	35	104	190	667	54	34	0	117	208	106	155	117	159	222	111	112	131	73
ENSG00000010803	SCMH1	957	380	1395	1830	1084	221	522	830	441	559	903	651	423	638	1290	729	647	1204	529
ENSG00000010810	FYN	859	545	979	1188	1171	195	413	178	820	1197	719	569	525	843	691	609	653	871	437
ENSG00000010818	HIVEP2	1784	1349	1878	2381	1796	374	60	2435	847	1185	1674	1124	981	1077	1598	1218	807	1501	932
ENSG00000010932	FMO1	59	3	36	12	14	9	24	7	3	93	7	29	28	2965	22	30	46	26	9
ENSG00000011007	ELOA	500	169	875	848	254	699	461	242	318	588	560	368	553	456	856	647	570	713	427
ENSG00000011009	LYPLA2	126	339	41	42	8	70	9	38	86	77	112	138	129	155	85	128	97	123	106
ENSG00000011021	CLCN6	333	171	286	456	769	30	101	528	117	282	245	225	211	227	391	245	294	289	229
ENSG00000011028	MRC2	850	65	574	77	425	10	40	6	148	395	233	233	268	415	140	340	450	653	309
ENSG00000011052	NME1-NME2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011083	SLC6A7	67	23	2	0	0	0	1	61	19	12	62	89	78	7	116	82	37	80	149
ENSG00000011105	TSPAN9	61	69	46	108	93	12	49	43	36	44	30	73	52	88	85	40	24	36	17
ENSG00000011114	BTBD7	1538	550	1302	1163	1188	396	456	841	1568	1027	1607	1349	1453	1161	1881	1784	1277	1582	1083
ENSG00000011132	APBA3	73	9	19	4	18	6	0	15	31	54	57	45	53	46	44	30	12	45	22
ENSG00000011143	MKS1	49	0	11	19	4	0	0	1	50	2	21	36	37	8	95	39	23	32	25
ENSG00000011198	ABHD5	608	496	706	1126	446	471	168	363	596	779	693	557	586	541	605	585	472	462	353
ENSG00000011201	ANOS1	211	2	128	167	5	1	18	0	41	311	75	46	101	62	127	123	248	144	40
ENSG00000011243	AKAP8L	111	15	177	22	47	2	0	88	21	56	156	84	68	44	159	89	38	99	109
ENSG00000011258	MBTD1	872	521	978	616	746	156	631	397	913	970	981	1000	1180	962	1198	1207	759	1015	655
ENSG00000011260	UTP18	96	46	106	309	141	336	14	78	126	326	195	183	195	116	185	132	163	129	120
ENSG00000011275	RNF216	785	157	955	634	362	165	87	437	267	425	650	598	496	702	1202	650	640	915	441
ENSG00000011295	TTC19	1263	663	578	557	608	989	117	873	766	753	1396	1448	1690	1524	1687	1621	1291	1326	1173
ENSG00000011304	PTBP1	773	308	413	199	358	180	68	752	394	393	776	651	755	529	727	703	581	916	701
ENSG00000011332	DPF1	21	1	2	3	8	0	0	36	0	8	1	25	17	18	11	36	12	15	4
ENSG00000011347	SYT7	52	15	15	15	103	0	4	10	22	45	42	30	32	42	140	46	24	96	54
ENSG00000011376	LARS2	385	66	175	163	73	40	37	295	164	283	296	380	446	187	572	398	248	291	383
ENSG00000011405	PIK3C2A	4383	3509	9587	6886	10082	5292	3835	2330	5497	7799	4890	4035	3964	3566	5630	4074	3873	4525	2551
ENSG00000011422	PLAUR	876	205	85	220	43	182	77	66	21	299	262	238	266	46	305	242	193	393	104
ENSG00000011426	ANLN	326	222	408	54	132	222	318	62	318	166	223	437	539	251	691	859	605	455	378
ENSG00000011451	WIZ	544	135	239	120	234	94	183	74	156	116	297	226	202	251	339	320	266	484	319
ENSG00000011454	RABGAP1	1305	555	2312	1234	2245	598	327	876	1160	901	1457	1177	906	785	2295	1224	1151	1835	974
ENSG00000011465	DCN	12129	6757	44425	20750	30238	6606	11706	1546	25133	27215	10989	7751	6782	14532	6355	8568	16212	11452	3930
ENSG00000011478	QPCTL	13	0	16	7	22	79	0	16	8	2	19	14	12	8	16	7	7	29	5
ENSG00000011485	PPP5C	119	83	250	51	108	1	28	30	55	169	140	188	97	72	238	160	107	253	184
ENSG00000011523	CEP68	1707	873	1265	1646	2040	345	550	626	1584	1005	1406	1335	1289	1185	1939	1512	1177	1708	762
ENSG00000011566	MAP4K3	1538	1112	2295	2831	2652	693	3835	811	1750	2321	2053	1799	1286	1584	2390	1291	1399	1637	987
ENSG00000011590	ZBTB32	4	0	0	0	0	0	0	0	0	0	3	8	9	2	10	9	0	14	26
ENSG00000011600	TYROBP	459	181	1251	87	418	103	69	4	170	928	606	201	607	590	366	269	351	650	370
ENSG00000011638	TMEM159	117	48	208	164	202	212	0	54	118	72	118	110	83	74	166	52	56	87	53
ENSG00000011677	GABRA3	0	0	2	0	4	0	0	0	3	3	9	1	3	7	6	10	16	1	2
ENSG00000012048	BRCA1	265	375	446	182	5	268	381	231	295	263	256	422	563	243	573	687	549	353	423
ENSG00000012061	ERCC1	218	52	307	34	273	28	0	203	106	120	206	125	166	138	187	167	89	118	111
ENSG00000012124	CD22	10	0	8	0	0	0	0	126	3	13	24	17	101	14	46	83	52	61	134
ENSG00000012171	SEMA3B	173	15	87	38	43	26	0	152	10	31	136	148	202	350	248	88	204	151	141
ENSG00000012174	MBTPS2	526	383	837	784	1355	87	32	408	467	710	543	539	498	408	739	577	598	475	294
ENSG00000012211	PRICKLE3	32	21	18	15	68	2	0	2	1	22	31	20	19	15	21	28	13	84	65
ENSG00000012223	LTF	21	0	1	2	2	0	0	0	0	41	0	2	43	2	14	16	46	17	47
ENSG00000012232	EXTL3	262	11	119	110	314	27	101	653	111	157	247	161	130	145	326	160	113	241	162
ENSG00000012504	NR1H4	99	134	21	0	3	1	80	20	12	156	319	35	165	1627	5	5	18	9	3
ENSG00000012660	ELOVL5	1531	1056	2507	2836	1898	1696	1362	1811	1348	1828	833	611	590	752	968	616	957	1214	390
ENSG00000012779	ALOX5	86	33	103	0	0	9	0	1	86	142	108	82	309	82	196	123	222	140	168
ENSG00000012817	KDM5D	0	0	1346	0	1190	368	264	1	955	0	1131	1132	1	1416	0	1124	0	1055	0
ENSG00000012822	CALCOCO1	2706	1767	2779	4136	7990	201	1207	872	2182	1751	2513	1591	986	1841	2469	1506	858	2006	1281
ENSG00000012963	UBR7	237	125	843	309	337	149	65	71	215	197	342	226	306	288	310	256	296	188	164
ENSG00000012983	MAP4K5	2542	1376	3018	3278	3099	1665	1095	2319	2248	3552	2177	2037	1991	1918	3263	2525	2769	2796	1522
ENSG00000013016	EHD3	102	52	287	10	13	6	17	1	84	63	93	53	120	87	134	76	76	161	66
ENSG00000013275	PSMC4	379	184	416	141	349	338	13	99	258	376	263	298	387	381	473	350	412	389	249
ENSG00000013288	MAN2B2	505	345	523	246	505	457	60	46	385	479	496	453	489	444	572	536	421	448	396
ENSG00000013293	SLC7A14	23	104	270	737	839	9	80	10	218	311	175	72	84	196	228	136	41	233	28
ENSG00000013297	CLDN11	17	70	507	175	227	26	6	0	107	69	223	32	68	117	43	43	86	28	8
ENSG00000013306	SLC25A39	381	153	113	3	267	126	87	194	73	189	337	335	351	204	355	280	220	351	303
ENSG00000013364	MVP	448	143	274	106	254	41	25	109	125	191	488	494	577	433	704	450	277	412	468
ENSG00000013374	NUB1	600	394	953	511	789	88	396	296	533	804	773	675	757	825	1020	664	758	760	572
ENSG00000013375	PGM3	563	464	868	808	598	837	69	621	617	1379	998	877	1073	717	1387	1138	919	951	574
ENSG00000013392	RWDD2A	53	23	93	47	19	101	0	73	64	50	90	68	107	79	134	89	95	133	40
ENSG00000013441	CLK1	1312	1094	2402	3196	3287	879	362	1222	2649	2784	1526	1353	1668	1108	2744	1560	1420	1542	933
ENSG00000013503	POLR3B	128	49	196	69	51	24	59	33	159	207	182	163	211	137	324	304	302	242	165
ENSG00000013523	ANGEL1	136	75	72	251	32	7	13	27	117	57	97	111	104	63	158	99	82	104	75
ENSG00000013561	RNF14	323	214	624	505	655	564	87	319	463	596	558	478	460	494	636	420	361	409	273
ENSG00000013563	DNASE1L1	37	6	24	0	13	0	0	1	25	2	29	22	17	15	36	23	6	16	29
ENSG00000013573	DDX11	28	6	23	16	0	0	45	23	14	36	71	84	74	38	35	61	23	75	179
ENSG00000013583	HEBP1	324	103	419	348	169	518	280	68	190	420	402	206	283	1672	245	166	207	174	141
ENSG00000013588	GPRC5A	3676	4012	558	513	446	4948	44	1778	200	858	1717	3049	1042	1117	2031	2886	1533	2661	3040
ENSG00000013619	MAMLD1	174	6	184	397	75	0	0	36	32	51	135	79	18	63	70	32	90	134	51
ENSG00000013725	CD6	46	1	0	0	19	0	0	22	21	26	41	54	84	22	46	70	38	58	81
ENSG00000013810	TACC3	114	2	138	4	5	5	0	1	62	43	93	189	205	87	217	312	151	215	139
ENSG00000014123	UFL1	1318	1232	2688	2910	4306	1987	495	467	1893	2871	1871	1563	1713	1781	1988	1415	1447	1422	949
ENSG00000014138	POLA2	64	4	3	75	23	8	1	8	52	41	49	53	140	85	135	105	65	93	97
ENSG00000014164	ZC3H3	34	7	27	42	7	29	0	2	26	9	27	19	26	37	60	25	11	33	37
ENSG00000014216	CAPN1	362	57	84	32	20	5	33	71	84	95	227	310	227	140	323	174	115	245	227
ENSG00000014257	ACP3	46	43	87	0	0	489	10	13	21	40	68	49	155	38	421	195	49	92	50
ENSG00000014641	MDH1	1432	652	3885	1514	2546	2758	140	436	1435	2160	1941	2150	1946	1736	2982	1725	1399	2132	1259
ENSG00000014824	SLC30A9	1117	711	1994	1317	998	898	800	1356	1752	1496	1796	1775	1646	1265	1853	1413	1051	1124	1081
ENSG00000014914	MTMR11	597	468	161	79	163	565	399	631	350	550	995	1020	878	753	883	723	573	763	729
ENSG00000014919	COX15	483	175	485	416	368	230	21	104	277	376	499	510	436	773	564	494	444	342	359
ENSG00000015133	CCDC88C	432	117	150	90	162	37	266	186	177	271	545	598	778	398	583	828	609	477	699
ENSG00000015153	YAF2	542	623	1119	751	1068	1542	43	305	944	1480	991	857	860	766	897	637	616	762	357
ENSG00000015171	ZMYND11	2780	1903	6067	4514	7080	2001	1538	2034	3919	5012	3009	2658	1964	2799	3853	2626	2768	2995	1040
ENSG00000015285	WAS	54	8	16	11	27	7	0	8	5	63	37	8	62	48	19	30	23	38	47
ENSG00000015413	DPEP1	22	0	2	0	1	0	10	0	4	18	7	2	10	2272	8	1	0	5	3
ENSG00000015475	BID	248	185	133	186	63	62	28	200	238	294	303	338	531	253	500	279	271	242	217
ENSG00000015479	MATR3	772	632	1307	2655	3307	1582	224	1058	1122	1569	1081	862	782	522	1225	708	573	761	490
ENSG00000015520	NPC1L1	63	0	20	4	0	1	0	0	0	9	4	5	1	4	21	1	1	11	4
ENSG00000015532	XYLT2	82	0	19	26	36	0	45	5	15	16	76	85	121	88	112	116	61	85	86
ENSG00000015568	RGPD5	5	4	4	7	20	3	0	2	3	3	6	6	4	2	4	4	4	3	1
ENSG00000015592	STMN4	0	0	1	0	251	0	15	0	2	9	10	2	3	16	15	5	2	6	4
ENSG00000015676	NUDCD3	300	34	346	116	190	0	20	90	166	113	393	262	288	266	433	289	206	328	240
ENSG00000016082	ISL1	14	0	0	0	0	0	0	0	16	50	24	50	19	3	52	83	236	128	41
ENSG00000016391	CHDH	94	414	5	0	0	17	4	142	93	76	208	279	284	349	273	184	149	116	216
ENSG00000016402	IL20RA	62	131	9	0	60	1	0	51	33	78	88	120	193	19	164	121	128	108	112
ENSG00000016490	CLCA1	11800	3074	533	0	0	3995	336	834	5174	2541	13174	1306	12938	5263	47842	340	800	1743	790
ENSG00000016602	CLCA4	7361	5285	369	0	0	6350	0	410	164	8725	16311	13456	3685	42	6871	11804	2054	6735	3879
ENSG00000016864	GLT8D1	589	115	624	218	178	136	58	261	380	648	574	474	705	427	881	889	763	737	673
ENSG00000017260	ATP2C1	824	684	1520	457	371	341	548	622	1137	1104	1086	982	1058	763	1324	1082	775	777	655
ENSG00000017427	IGF1	82	0	134	221	298	402	0	0	29	157	26	22	28	27	46	45	103	57	46
ENSG00000017483	SLC38A5	22	16	5	28	21	26	17	1	8	75	27	22	35	3	37	31	33	28	32
ENSG00000017797	RALBP1	1653	1094	2768	1842	1872	727	481	1290	1496	1599	1985	1883	1673	1353	2687	2646	1973	2165	1479
ENSG00000018189	RUFY3	1189	961	1764	2546	1922	239	517	1836	1627	1276	1502	1056	1280	963	1795	1110	1278	1421	667
ENSG00000018236	CNTN1	251	20	621	393	542	41	30	1	513	279	232	268	86	478	595	379	392	385	128
ENSG00000018280	SLC11A1	81	54	64	24	80	12	0	67	10	86	41	13	12	6	68	17	13	90	12
ENSG00000018408	WWTR1	5029	3006	16245	11423	19350	4215	3192	7572	7215	6023	4711	2729	925	2335	4936	1880	4238	5423	893
ENSG00000018510	AGPS	1250	573	2944	1075	1862	964	1110	428	1743	2501	1774	1696	1916	927	2095	1547	1359	1143	830
ENSG00000018607	ZNF806	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000018610	STEEP1	89	19	39	19	36	158	0	48	89	122	100	133	143	126	125	89	125	117	73
ENSG00000018625	ATP1A2	559	43	529	76	470	4	89	1	592	151	465	411	68	466	907	286	232	503	138
ENSG00000018699	TTC27	131	32	318	91	69	279	19	217	119	292	247	185	233	132	348	205	144	167	135
ENSG00000018869	ZNF582	54	9	110	54	16	3	216	8	88	114	29	29	46	41	50	65	59	59	41
ENSG00000019102	VSIG2	266	159	34	0	4	65	1	10	77	44	320	389	334	7	702	432	208	366	499
ENSG00000019144	PHLDB1	906	57	257	183	345	142	141	282	433	499	709	562	424	616	692	520	487	935	660
ENSG00000019169	MARCO	17	0	411	26	61	0	0	0	1	56	7	0	4	2	4	1	0	3	0
ENSG00000019186	CYP24A1	0	9	0	1	0	0	0	0	0	14	3	0	0	0	2	3	1	0	0
ENSG00000019485	PRDM11	253	23	125	71	191	2	0	139	303	95	263	147	146	268	283	290	323	322	185
ENSG00000019505	SYT13	278	196	44	10	37	564	3	228	329	298	793	804	610	237	508	435	362	175	327
ENSG00000019549	SNAI2	260	1133	1296	1385	662	300	30	12	926	2405	666	358	544	766	886	630	604	1321	679
ENSG00000019582	CD74	12411	2469	5209	1663	2151	1125	1981	663	3146	7212	7612	4935	15566	15903	7495	6779	6349	9849	8997
ENSG00000019991	HGF	605	491	1549	1364	803	527	143	130	477	2689	325	212	207	177	647	172	1050	483	159
ENSG00000019995	ZRANB1	230	36	127	345	148	26	29	163	165	308	222	212	158	130	337	176	179	218	106
ENSG00000020129	NCDN	373	135	141	94	578	10	26	168	39	278	56	115	92	183	94	86	157	351	195
ENSG00000020181	ADGRA2	119	1	58	22	71	536	34	1	12	22	50	57	42	56	106	76	44	147	52
ENSG00000020219	CCT8L1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000020256	ZFP64	155	29	186	171	113	113	57	22	119	254	220	230	194	204	287	255	113	201	240
ENSG00000020426	MNAT1	229	48	566	269	283	98	54	517	179	311	257	224	234	203	376	281	272	314	136
ENSG00000020577	SAMD4A	2878	1657	3570	2242	1872	1114	410	5608	887	818	1625	1263	335	906	2050	717	1451	3249	464
ENSG00000020633	RUNX3	109	70	16	0	1	46	11	39	47	22	132	114	197	139	54	124	63	68	138
ENSG00000020922	MRE11	425	501	610	446	519	2344	139	171	800	606	617	679	523	411	769	524	497	608	336
ENSG00000021300	PLEKHB1	149	255	488	795	280	50	147	99	325	232	156	147	133	133	253	62	87	191	96
ENSG00000021355	SERPINB1	1120	844	708	386	224	2577	56	582	277	663	927	1096	1131	1250	977	1118	946	905	553
ENSG00000021461	CYP3A43	6	0	3	0	0	0	0	16	0	0	2	0	6	15	9	12	7	1	3
ENSG00000021488	SLC7A9	25	0	0	0	0	0	0	0	0	1	0	0	3	1976	7	5	4	0	0
ENSG00000021574	SPAST	586	851	564	609	1150	633	431	445	727	949	803	705	622	651	815	650	726	533	414
ENSG00000021645	NRXN3	1735	295	3729	3572	1760	1061	684	498	1035	988	1094	603	330	2288	3299	425	2339	2165	222
ENSG00000021762	OSBPL5	164	59	136	124	93	3	4	147	65	46	118	66	51	63	122	57	61	181	28
ENSG00000021776	AQR	1612	508	1995	1770	789	669	405	1755	1167	2149	1538	1664	1822	1415	2272	2175	1618	1667	1175
ENSG00000021826	CPS1	406	0	132	8	40	49	0	0	63	159	46	20	22	4782	29	45	72	33	12
ENSG00000021852	C8B	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000022267	FHL1	6723	5184	18446	9345	12439	4364	2855	5168	5115	5899	6593	4417	1608	5502	10172	2927	8160	7237	1298
ENSG00000022277	RTF2	487	273	764	442	473	116	48	307	310	437	574	468	321	488	664	470	353	507	318
ENSG00000022355	GABRA1	9	0	0	1	0	0	0	0	3	0	0	0	0	0	1	3	0	0	1
ENSG00000022556	NLRP2	52	0	8	0	0	0	40	5	14	12	26	5	25	66	22	73	4	8	81
ENSG00000022567	SLC45A4	134	95	58	147	55	40	81	54	26	49	104	112	118	73	200	139	107	139	120
ENSG00000022840	RNF10	614	354	738	404	200	242	275	461	276	511	581	590	425	480	843	600	341	633	508
ENSG00000022976	ZNF839	54	38	38	18	19	0	43	54	18	17	54	67	67	55	114	95	28	139	92
ENSG00000023041	ZDHHC6	613	439	1108	599	1385	805	97	508	647	1659	759	895	836	994	1079	1016	723	691	634
ENSG00000023171	GRAMD1B	62	11	39	11	17	0	0	0	7	59	115	40	67	955	66	76	48	94	52
ENSG00000023191	RNH1	415	138	594	197	259	41	1	158	206	400	367	253	368	304	479	375	283	395	215
ENSG00000023228	NDUFS1	3047	1503	6191	2062	5073	2432	1004	889	3920	5158	3959	3499	3164	3956	4042	3029	2068	3383	2217
ENSG00000023287	RB1CC1	2528	2147	4126	5999	4335	1636	585	1780	2989	3773	3177	2519	2327	2292	3758	2724	2185	2296	1118
ENSG00000023318	ERP44	1201	574	1787	1100	2447	366	212	855	1065	1996	1366	1086	1453	1281	1639	1504	1205	1442	1096
ENSG00000023330	ALAS1	393	161	284	70	46	63	21	25	133	207	274	302	363	246	336	376	318	247	278
ENSG00000023445	BIRC3	2129	4397	3211	6606	5101	4159	1017	2919	2314	5265	2968	3512	5552	14236	5067	3009	3080	3697	1885
ENSG00000023516	AKAP11	3570	1194	7539	4305	5336	2708	1199	3326	4603	6147	3952	3279	3732	2993	5082	3913	3574	3569	2258
ENSG00000023572	GLRX2	379	227	753	340	519	117	187	142	603	852	610	463	440	676	617	476	541	427	223
ENSG00000023608	SNAPC1	60	57	142	205	65	95	192	71	51	140	44	77	81	101	77	51	75	104	40
ENSG00000023697	DERA	526	258	567	341	419	892	60	186	398	789	665	697	628	1180	872	589	324	471	473
ENSG00000023734	STRAP	951	860	1257	2380	1248	1032	1102	774	818	1030	761	581	844	692	875	802	953	801	473
ENSG00000023839	ABCC2	32	8	80	9	1	17	0	42	86	40	19	20	40	458	63	40	22	25	21
ENSG00000023892	DEF6	68	12	6	11	0	5	0	30	10	16	72	89	208	29	138	78	92	62	85
ENSG00000023902	PLEKHO1	1035	234	1706	688	1526	176	91	864	539	353	820	714	435	911	1545	472	644	1394	393
ENSG00000023909	GCLM	400	1349	1014	448	366	1096	258	1998	579	1022	820	539	827	820	454	504	443	439	265
ENSG00000024048	UBR2	1559	795	2139	2006	2218	781	682	765	1433	1951	2186	2011	1873	1552	2939	2068	1564	1365	1303
ENSG00000024422	EHD2	3310	1058	5463	3804	2875	613	779	966	1497	2101	1544	924	642	1385	2131	1157	1506	4016	813
ENSG00000024526	DEPDC1	112	0	91	8	0	260	21	2	135	125	121	180	316	106	186	354	209	56	134
ENSG00000024862	CCDC28A	82	46	83	60	125	98	10	0	104	122	121	191	152	211	189	112	70	79	126
ENSG00000025039	RRAGD	107	19	655	1250	324	164	33	104	417	304	218	93	121	101	173	103	143	131	100
ENSG00000025156	HSF2	198	50	714	643	647	248	1	35	175	422	273	247	192	295	396	172	173	229	122
ENSG00000025293	PHF20	730	399	1505	873	720	376	509	576	526	1180	687	678	689	462	983	672	519	846	536
ENSG00000025423	HSD17B6	184	1	118	329	297	38	0	4	107	213	76	115	51	18	200	81	180	321	41
ENSG00000025434	NR1H3	56	4	173	307	8	0	0	47	20	69	96	106	128	165	131	79	71	29	62
ENSG00000025708	TYMP	76	154	35	27	2	7	5	13	1	26	49	123	105	36	50	45	50	115	59
ENSG00000025770	NCAPH2	28	0	24	11	3	4	2	8	10	16	32	32	44	20	83	45	5	36	25
ENSG00000025772	TOMM34	229	140	161	102	76	177	35	53	78	161	233	189	154	174	206	187	126	208	191
ENSG00000025796	SEC63	1653	1295	3375	2540	2493	1039	1427	1026	2160	2589	1736	1337	1588	1323	2045	1865	1697	1833	1334
ENSG00000025800	KPNA6	1215	294	1532	1971	941	420	458	838	737	828	1138	814	552	777	1091	743	616	1206	637
ENSG00000026025	VIM	8886	4165	17271	14861	16930	6321	4801	2790	11629	14054	6912	3847	5018	5186	3953	4394	10190	6213	2406
ENSG00000026036	RTEL1-TNFRSF6B	16	0	0	0	2	0	0	0	0	1	4	2	2	44	6	6	1	3	1
ENSG00000026103	FAS	518	468	907	609	532	837	382	105	465	1233	933	1029	947	412	797	1032	759	743	602
ENSG00000026297	RNASET2	516	148	597	66	274	445	74	186	380	430	772	525	1021	524	803	483	470	670	651
ENSG00000026508	CD44	7517	3966	10229	9541	4218	2500	1870	8919	2879	7012	4810	2823	3664	3415	5192	3139	4837	4784	2638
ENSG00000026559	KCNG1	20	1	2	0	2	0	0	1	1	0	10	4	4	14	4	6	1	2	4
ENSG00000026652	AGPAT4	614	102	339	320	163	137	73	152	102	147	220	146	159	211	608	264	323	468	92
ENSG00000026751	SLAMF7	857	225	206	0	6	73	63	217	689	684	1594	1426	3307	351	1353	2015	916	867	2269
ENSG00000026950	BTN3A1	561	245	265	130	30	114	521	73	333	256	407	540	675	510	619	421	316	590	471
ENSG00000027001	MIPEP	180	65	389	111	68	41	224	52	82	296	183	227	284	102	331	228	200	204	177
ENSG00000027075	PRKCH	355	229	44	62	241	144	238	4	440	404	311	263	340	369	372	419	295	337	279
ENSG00000027644	INSRR	25	0	55	0	1	1	0	0	0	0	1	1	0	0	3	0	1	14	7
ENSG00000027697	IFNGR1	858	785	1003	865	2017	1024	127	373	993	2414	1261	1050	1069	1263	1237	903	722	996	650
ENSG00000027847	B4GALT7	101	74	106	14	74	1	1	53	11	26	81	127	148	67	144	87	74	100	98
ENSG00000027869	SH2D2A	36	0	21	43	5	4	0	33	9	11	14	16	24	11	17	20	22	52	12
ENSG00000028116	VRK2	382	228	528	560	249	21	3	232	329	341	324	356	399	305	658	484	425	354	281
ENSG00000028137	TNFRSF1B	299	176	203	80	120	25	12	16	27	111	187	163	273	244	152	139	207	311	158
ENSG00000028203	VEZT	1177	344	1970	2522	2182	608	238	1946	978	1219	1340	1059	1125	1165	1906	1306	1145	1350	894
ENSG00000028277	POU2F2	249	94	209	6	84	16	37	373	110	81	213	194	480	102	241	440	397	657	515
ENSG00000028310	BRD9	289	31	189	114	111	23	461	190	117	146	116	135	148	100	337	196	146	306	240
ENSG00000028528	SNX1	1498	1054	2062	1503	1881	911	791	738	1377	1391	1583	1343	1248	1286	1893	1194	1226	1529	870
ENSG00000028839	TBPL1	284	99	528	357	376	83	23	279	429	729	213	288	296	336	406	346	269	296	273
ENSG00000029153	ARNTL2	563	236	480	1049	281	304	7	2159	80	320	269	187	205	131	486	229	664	583	82
ENSG00000029363	BCLAF1	2570	2028	3785	3824	2296	972	1003	1817	2991	3937	3102	3283	3220	2685	3701	3456	3484	3006	1872
ENSG00000029364	SLC39A9	1103	666	1366	654	759	312	154	1231	863	1383	1286	1186	1132	1181	1301	1318	943	999	663
ENSG00000029534	ANK1	5	0	2	40	11	0	0	0	5	6	4	16	35	18	6	17	30	42	13
ENSG00000029559	IBSP	0	0	2	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0
ENSG00000029639	TFB1M	140	76	130	165	57	17	0	20	93	165	232	211	184	66	374	197	256	157	136
ENSG00000029725	RABEP1	1354	611	1949	1054	1243	606	231	831	1263	1555	1396	1097	1284	1138	1864	1576	1320	1378	1006
ENSG00000029993	HMGB3	168	81	93	10	19	26	258	2	112	175	219	197	327	148	183	241	109	101	160
ENSG00000030066	NUP160	543	259	796	547	1229	116	544	170	716	883	745	708	690	462	1051	767	599	508	398
ENSG00000030110	BAK1	39	26	11	0	0	2	0	17	11	5	66	47	36	27	55	39	13	29	34
ENSG00000030304	MUSK	79	54	251	284	1041	26	9	17	404	247	222	201	175	151	181	240	149	170	179
ENSG00000030419	IKZF2	288	448	632	388	649	81	824	160	737	632	692	519	602	394	708	463	381	494	374
ENSG00000030582	GRN	888	453	1349	287	223	139	88	33	171	658	948	704	1024	577	1128	722	442	769	921
ENSG00000031003	FAM13B	1101	265	1724	1528	2004	304	327	751	1380	678	998	830	840	1018	1695	1284	1173	1576	655
ENSG00000031081	ARHGAP31	641	972	907	195	698	150	219	15	331	906	798	380	593	392	936	542	493	700	389
ENSG00000031691	CENPQ	90	85	343	498	242	110	9	3	307	385	141	105	160	112	126	193	170	89	81
